,order_id,creation_date,session_date,movie_id,movie_age_restriction,movie_rating,number_of_tickets,ticket_price
49,2243817,2020-02-13,2020-02-14,36253,6+,0.0,3,36.3924050632911
50,2316098,2020-02-20,2020-02-21,36253,6+,0.0,1,25.3164556962025
51,2325501,2020-02-21,2020-02-22,36253,6+,0.0,2,17.4050632911392
52,2349644,2020-02-23,2020-02-23,36253,6+,0.0,1,56.9620253164556
53,2333612,2020-02-22,2020-02-22,36253,6+,0.0,3,50.632911392405
54,2393580,2020-02-29,2020-02-29,36253,6+,0.0,2,39.5569620253164
55,2356617,2020-02-23,2020-02-24,36253,6+,0.0,1,25.3164556962025
56,2404224,2020-03-01,2020-03-01,36253,6+,0.0,2,64.8734177215189
57,2416473,2020-03-03,2020-03-03,36253,6+,0.0,1,26.8987341772151
58,2345331,2020-02-23,2020-02-23,36253,6+,0.0,4,26.8987341772151
59,2341930,2020-02-23,2020-02-23,36253,6+,0.0,3,34.8101265822784
60,2364879,2020-02-24,2020-02-24,36253,6+,0.0,3,53.7974683544303
61,2344332,2020-02-23,2020-02-23,36253,6+,0.0,2,44.3037974683544
62,2262227,2020-02-15,2020-02-15,37914,0+,0.0,3,18.9873417721519
63,1995765,2020-01-06,2020-01-06,30231,6+,8.2,2,34.8101265822784
64,2057517,2020-01-16,2020-01-16,32837,18+,7.6,1,25.3164556962025
65,2031168,2020-01-11,2020-01-12,32837,18+,7.6,2,31.6455696202531
66,2044293,2020-01-13,2020-01-13,30231,6+,8.2,1,47.4683544303797
67,2056619,2020-01-15,2020-01-15,32837,18+,7.6,2,23.7341772151898
68,2019797,2020-01-09,2020-01-09,32837,18+,7.6,2,66.4556962025316
69,2048480,2020-01-14,2020-01-15,32837,18+,7.6,1,31.6455696202531
70,2019186,2020-01-09,2020-01-09,30231,6+,8.2,1,23.7341772151898
71,2080500,2020-01-19,2020-01-19,32837,18+,7.6,2,53.7974683544303
72,2123004,2020-01-26,2020-01-26,33291,16+,0.0,2,55.379746835443
73,2057839,2020-01-16,2020-01-16,32837,18+,7.6,1,25.3164556962025
74,2019572,2020-01-09,2020-01-09,32837,18+,7.6,1,45.886075949367
75,2062646,2020-01-17,2020-01-18,32837,18+,7.6,1,23.7341772151898
76,2035555,2020-01-11,2020-01-14,32837,18+,7.6,2,18.9873417721519
77,1958849,2020-01-02,2020-01-02,30231,6+,8.2,1,110.759493670886
78,1951328,2020-01-02,2020-01-02,30231,6+,8.2,2,39.5569620253164
79,2036098,2020-01-11,2020-01-11,32837,18+,7.6,2,71.2025316455696
80,2113442,2020-01-25,2020-01-26,33291,16+,0.0,1,31.6455696202531
81,2021788,2020-01-09,2020-01-11,32837,18+,7.6,5,60.126582278481
82,2079701,2020-01-19,2020-01-19,32837,18+,7.6,1,74.3670886075949
83,2067947,2020-01-18,2020-01-18,32837,18+,7.6,2,44.3037974683544
84,2045296,2020-01-13,2020-01-13,30231,6+,8.2,2,39.5569620253164
85,2342225,2020-02-23,2020-02-23,36253,6+,0.0,4,36.3924050632911
86,2293917,2020-02-17,2020-02-17,36253,6+,0.0,2,42.7215189873417
87,2343911,2020-02-23,2020-02-23,36253,6+,0.0,3,39.5569620253164
88,2314918,2020-02-20,2020-02-20,36253,6+,0.0,1,37.9746835443038
89,2364790,2020-02-24,2020-02-24,36253,6+,0.0,2,36.3924050632911
90,2327295,2020-02-22,2020-02-22,37914,0+,0.0,3,18.9873417721519
91,2310372,2020-02-20,2020-02-20,37914,0+,0.0,3,23.7341772151898
92,2363131,2020-02-24,2020-02-24,36253,6+,0.0,1,69.6202531645569
93,2493401,2020-03-15,2020-03-15,36253,6+,0.0,3,31.6455696202531
94,2357807,2020-02-23,2020-02-24,36253,6+,0.0,2,39.5569620253164
95,2359293,2020-02-24,2020-02-24,36253,6+,0.0,3,44.3037974683544
96,2357683,2020-02-23,2020-02-24,36253,6+,0.0,2,39.5569620253164
97,2331181,2020-02-22,2020-02-22,36253,6+,0.0,2,39.5569620253164
98,2311087,2020-02-20,2020-02-20,36253,6+,0.0,3,39.5569620253164
99,2276610,2020-02-16,2020-02-16,36253,6+,0.0,2,39.5569620253164
100,2298794,2020-02-18,2020-02-18,36253,6+,0.0,2,42.7215189873417
101,2344855,2020-02-23,2020-02-23,36253,6+,0.0,3,71.2025316455696
102,2367866,2020-02-24,2020-02-24,36253,6+,0.0,2,42.7215189873417
103,2336670,2020-02-22,2020-02-23,36253,6+,0.0,2,32.3734177215189
104,2464988,2020-03-09,2020-03-09,36253,6+,0.0,2,33.2278481012658
105,2307504,2020-02-19,2020-02-23,36253,6+,0.0,3,15.8227848101265
106,2371810,2020-02-25,2020-02-25,36253,6+,0.0,5,31.6455696202531
107,2335414,2020-02-22,2020-02-23,36253,6+,0.0,2,28.4810126582278
108,2264619,2020-02-15,2020-02-15,36253,6+,0.0,2,47.4683544303797
109,2326337,2020-02-21,2020-02-22,36253,6+,0.0,4,31.6455696202531
110,2347638,2020-02-23,2020-02-23,36253,6+,0.0,3,26.8987341772151
111,2240275,2020-02-13,2020-02-13,36253,6+,0.0,3,33.2278481012658
112,2530887,2020-08-13,2020-08-13,49190,16+,0.0,2,42.7215189873417
113,2337834,2020-02-22,2020-02-24,36253,6+,0.0,1,20.4113924050632
114,2320544,2020-02-21,2020-02-21,36253,6+,0.0,2,63.2911392405063
115,2393873,2020-02-29,2020-02-29,36253,6+,0.0,2,23.7341772151898
116,2325849,2020-02-21,2020-02-22,36253,6+,0.0,2,32.3734177215189
117,2440345,2020-03-07,2020-03-09,36253,6+,0.0,2,28.4810126582278
118,2381849,2020-02-27,2020-03-01,36253,6+,0.0,3,23.7341772151898
119,2309052,2020-02-19,2020-02-22,36253,6+,0.0,2,39.5569620253164
120,2274681,2020-02-15,2020-02-16,36253,6+,0.0,4,55.379746835443
121,2398530,2020-02-29,2020-02-29,36253,6+,0.0,2,61.7088607594936
122,2235922,2020-02-12,2020-02-14,36253,6+,0.0,2,55.379746835443
123,2248244,2020-02-14,2020-02-14,36253,6+,0.0,2,55.379746835443
124,2416881,2020-03-03,2020-03-04,36253,6+,0.0,2,44.3037974683544
125,2456731,2020-03-08,2020-03-08,36253,6+,0.0,3,39.5569620253164
126,2329702,2020-02-22,2020-02-23,36253,6+,0.0,4,32.3734177215189
127,2311662,2020-02-20,2020-02-20,36253,6+,0.0,2,39.5569620253164
128,2530498,2020-08-13,2020-08-13,49190,16+,0.0,2,79.1139240506329
129,2461300,2020-03-08,2020-03-09,36253,6+,0.0,4,30.0632911392405
130,2335531,2020-02-22,2020-02-23,36253,6+,0.0,3,47.4683544303797
131,2324428,2020-02-21,2020-02-22,36253,6+,0.0,2,36.3924050632911
132,2394295,2020-02-29,2020-02-29,36253,6+,0.0,1,25.3164556962025
133,2393786,2020-02-29,2020-02-29,36253,6+,0.0,2,36.3924050632911
134,2262526,2020-02-15,2020-02-15,36253,6+,0.0,2,33.2278481012658
135,2324533,2020-02-21,2020-02-23,36253,6+,0.0,5,26.8987341772151
136,2337775,2020-02-22,2020-02-24,36253,6+,0.0,5,20.4113924050632
137,2332106,2020-02-22,2020-02-22,36253,6+,0.0,4,55.379746835443
138,2507100,2020-03-21,2020-03-21,36253,6+,0.0,2,31.6455696202531
139,2493473,2020-03-15,2020-03-15,36253,6+,0.0,3,23.7341772151898
140,2327124,2020-02-22,2020-02-22,36253,6+,0.0,1,31.6455696202531
141,2365648,2020-02-24,2020-02-24,36253,6+,0.0,1,48.5601265822784
142,2167237,2020-02-02,2020-02-13,36253,6+,0.0,2,50.632911392405
143,2403994,2020-03-01,2020-03-01,36253,6+,0.0,2,23.7341772151898
144,2371710,2020-02-25,2020-02-25,36253,6+,0.0,2,23.7341772151898
145,2341416,2020-02-22,2020-02-23,36253,6+,0.0,2,30.0632911392405
146,2011606,2020-01-08,2020-01-08,29861,6+,0.0,2,39.5569620253164
147,2012670,2020-01-08,2020-01-08,29861,6+,0.0,2,44.3037974683544
148,2111132,2020-01-25,2020-01-26,32600,18+,0.0,1,60.126582278481
149,2088838,2020-01-21,2020-01-21,32600,18+,0.0,2,23.7341772151898
150,2090322,2020-01-21,2020-01-21,32600,18+,0.0,3,32.3734177215189
151,2128807,2020-01-28,2020-01-28,32600,18+,0.0,2,47.4683544303797
152,2090441,2020-01-22,2020-01-23,32600,18+,0.0,1,26.8987341772151
153,2159331,2020-02-01,2020-02-01,32600,18+,0.0,2,55.379746835443
154,2013233,2020-01-08,2020-01-08,29861,6+,0.0,1,72.7848101265822
155,2017609,2020-01-09,2020-01-10,32600,18+,0.0,2,39.5569620253164
156,2041775,2020-01-12,2020-01-12,32600,18+,0.0,2,52.2151898734177
157,1976468,2020-01-04,2020-01-04,29861,6+,0.0,2,47.4683544303797
158,2031535,2020-01-11,2020-01-11,32600,18+,0.0,3,87.0253164556962
159,2122962,2020-01-26,2020-01-26,32600,18+,0.0,3,64.8734177215189
160,2062795,2020-01-17,2020-01-21,32600,18+,0.0,4,23.7341772151898
161,1951527,2020-01-02,2020-01-02,29861,6+,0.0,3,47.4683544303797
162,2055744,2020-01-15,2020-01-15,32600,18+,0.0,2,28.4810126582278
163,2031436,2020-01-11,2020-01-12,32600,18+,0.0,2,20.5696202531645
164,1958053,2020-01-02,2020-01-02,29861,6+,0.0,3,44.3037974683544
165,2031784,2020-01-11,2020-01-11,32600,18+,0.0,2,41.1392405063291
166,2175393,2020-02-04,2020-02-04,32452,12+,7.7,2,39.5569620253164
167,2144510,2020-01-31,2020-01-31,32452,12+,7.7,2,39.5569620253164
168,2202976,2020-02-08,2020-02-08,32452,12+,7.7,1,39.5569620253164
169,2643486,2020-09-26,2020-09-26,50481,,0.0,3,23.7341772151898
170,2205581,2020-02-08,2020-02-08,32452,12+,7.7,3,41.1392405063291
171,2261475,2020-02-15,2020-02-15,32452,12+,7.7,2,26.8987341772151
172,2159059,2020-02-01,2020-02-01,32452,12+,7.7,2,23.7341772151898
173,2346298,2020-02-23,2020-02-23,32452,12+,7.7,2,60.126582278481
174,2379420,2020-02-26,2020-02-26,32452,12+,7.7,1,72.7848101265822
175,2141297,2020-01-30,2020-01-30,32452,12+,7.7,2,60.126582278481
176,2178501,2020-02-04,2020-02-04,32452,12+,7.7,2,23.7341772151898
177,2204274,2020-02-08,2020-02-09,32452,12+,7.7,2,39.5569620253164
178,2174070,2020-02-04,2020-02-04,32452,12+,7.7,1,33.2278481012658
179,2203065,2020-02-08,2020-02-08,32452,12+,7.7,2,58.5443037974683
180,2257907,2020-02-14,2020-02-15,32452,12+,7.7,2,45.886075949367
181,2161728,2020-02-02,2020-02-02,32452,12+,7.7,1,39.5569620253164
182,2377812,2020-02-26,2020-02-26,32452,12+,7.7,1,25.3164556962025
183,2153675,2020-02-01,2020-02-02,32452,12+,7.7,2,22.1518987341772
184,2162886,2020-02-02,2020-02-02,32452,12+,7.7,1,71.2025316455696
185,2195056,2020-02-07,2020-02-07,32452,12+,7.7,1,39.5569620253164
186,2232294,2020-02-12,2020-02-13,32452,12+,7.7,2,39.5569620253164
187,2273308,2020-02-15,2020-02-15,32452,12+,7.7,2,61.7088607594936
188,2241420,2020-02-13,2020-02-13,36253,6+,0.0,4,71.2025316455696
189,2484245,2020-03-13,2020-03-14,36253,6+,0.0,4,31.6455696202531
190,2365011,2020-02-24,2020-02-24,36253,6+,0.0,3,66.4556962025316
191,2374081,2020-02-25,2020-02-25,36253,6+,0.0,1,31.6455696202531
192,2262418,2020-02-15,2020-02-15,36253,6+,0.0,3,47.4683544303797
193,2443309,2020-03-07,2020-03-07,36253,6+,0.0,2,41.1392405063291
194,2372215,2020-02-25,2020-02-26,36253,6+,0.0,2,23.7341772151898
195,2364330,2020-02-24,2020-02-24,36253,6+,0.0,2,60.126582278481
196,2400098,2020-02-29,2020-03-01,36253,6+,0.0,2,23.7341772151898
197,2316600,2020-02-20,2020-02-21,36253,6+,0.0,3,47.4683544303797
198,2453709,2020-03-08,2020-03-08,36253,6+,0.0,2,45.886075949367
199,2305682,2020-02-19,2020-02-19,36253,6+,0.0,2,45.886075949367
200,2320832,2020-02-21,2020-02-21,36253,6+,0.0,4,37.9746835443038
201,2374399,2020-02-25,2020-02-26,36253,6+,0.0,2,23.7341772151898
202,2280998,2020-02-16,2020-02-16,36253,6+,0.0,3,61.7088607594936
203,2401588,2020-02-29,2020-03-04,36253,6+,0.0,4,28.4810126582278
204,2279955,2020-02-16,2020-02-16,36253,6+,0.0,4,41.1392405063291
205,2311122,2020-02-20,2020-02-20,36253,6+,0.0,2,55.379746835443
206,2335933,2020-02-22,2020-02-22,36253,6+,0.0,2,60.126582278481
207,2393596,2020-02-29,2020-02-29,36253,6+,0.0,2,23.7341772151898
208,2220484,2020-02-10,2020-02-11,32452,12+,7.7,2,23.7341772151898
209,2176935,2020-02-04,2020-02-04,32452,12+,7.7,2,39.5569620253164
210,2165158,2020-02-02,2020-02-02,32452,12+,7.7,1,72.7848101265822
211,2168733,2020-02-03,2020-02-03,32452,12+,7.7,1,53.7974683544303
212,2260135,2020-02-15,2020-02-15,32452,12+,7.7,1,23.7341772151898
213,2140743,2020-01-30,2020-01-31,32452,12+,7.7,1,47.4683544303797
214,2361400,2020-02-24,2020-02-24,32452,12+,7.7,1,55.379746835443
215,2175782,2020-02-04,2020-02-05,32452,12+,7.7,4,39.5569620253164
216,2401856,2020-02-29,2020-03-01,32452,12+,7.7,2,60.126582278481
217,2178714,2020-02-04,2020-02-04,32452,12+,7.7,1,39.5569620253164
218,2180617,2020-02-05,2020-02-05,32452,12+,7.7,2,28.4810126582278
219,2158118,2020-02-01,2020-02-02,32452,12+,7.7,1,23.7341772151898
220,2174505,2020-02-04,2020-02-05,32452,12+,7.7,2,41.1392405063291
221,2154332,2020-02-01,2020-02-02,32452,12+,7.7,2,34.8101265822784
222,2394844,2020-02-29,2020-02-29,32452,12+,7.7,2,50.632911392405
223,2524270,2020-08-04,2020-08-05,48190,16+,7.2,2,71.2025316455696
224,2186037,2020-02-06,2020-02-06,32452,12+,7.7,2,47.3101265822784
225,2171814,2020-02-03,2020-02-03,32452,12+,7.7,1,47.4683544303797
226,2203949,2020-02-08,2020-02-08,32452,12+,7.7,2,42.7215189873417
227,2618660,2020-09-18,2020-09-19,50481,,0.0,1,18.9873417721519
228,2400558,2020-02-29,2020-03-01,32452,12+,7.7,2,40.9810126582278
229,2347888,2020-02-23,2020-02-23,32452,12+,7.7,2,74.3670886075949
230,2068667,2020-01-18,2020-01-18,32600,18+,0.0,2,61.7088607594936
231,1951258,2020-01-02,2020-01-02,29861,6+,0.0,4,39.5569620253164
232,2069403,2020-01-18,2020-01-18,32600,18+,0.0,1,31.6455696202531
233,2120440,2020-01-26,2020-01-26,32600,18+,0.0,2,34.8101265822784
234,1970821,2020-01-03,2020-01-03,29861,6+,0.0,4,72.7848101265822
235,1951315,2020-01-02,2020-01-02,29861,6+,0.0,3,55.379746835443
236,1980324,2020-01-04,2020-01-04,29861,6+,0.0,2,60.126582278481
237,2036598,2020-01-11,2020-01-14,32600,18+,0.0,2,25.3164556962025
238,2043724,2020-01-12,2020-01-12,32600,18+,0.0,2,79.1139240506329
239,2089799,2020-01-21,2020-01-21,32600,18+,0.0,2,23.7341772151898
240,2074059,2020-01-18,2020-01-18,32600,18+,0.0,2,64.8734177215189
241,2046042,2020-01-13,2020-01-13,32600,18+,0.0,2,47.4683544303797
242,2079012,2020-01-19,2020-01-19,32600,18+,0.0,2,64.8734177215189
243,2090182,2020-01-21,2020-01-21,32600,18+,0.0,3,23.7341772151898
244,2031424,2020-01-11,2020-01-11,32600,18+,0.0,1,66.4556962025316
245,2029522,2020-01-11,2020-01-11,29861,6+,0.0,2,39.5569620253164
246,2509932,2020-03-22,2020-03-22,41254,12+,0.0,2,41.1392405063291
247,2072471,2020-01-18,2020-01-19,32600,18+,0.0,2,87.0253164556962
248,2036090,2020-01-11,2020-01-12,32600,18+,0.0,2,49.0506329113924
249,2088920,2020-01-21,2020-01-21,32600,18+,0.0,1,25.3164556962025
250,2029737,2020-01-11,2020-01-11,32600,18+,0.0,2,30.0632911392405
251,1957015,2020-01-02,2020-01-02,29861,6+,0.0,3,52.2151898734177
252,1984456,2020-01-05,2020-01-05,29861,6+,0.0,3,45.886075949367
253,2033108,2020-01-11,2020-01-11,32600,18+,0.0,2,66.4556962025316
254,1974985,2020-01-04,2020-01-04,29861,6+,0.0,5,34.8101265822784
255,2179536,2020-02-04,2020-02-05,26400,18+,6.9,2,39.5569620253164
256,1953760,2020-01-02,2020-01-02,29861,6+,0.0,4,34.8101265822784
257,2041795,2020-01-12,2020-01-12,29861,6+,0.0,2,47.4683544303797
258,2029422,2020-01-11,2020-01-12,32600,18+,0.0,2,30.0632911392405
259,1974798,2020-01-04,2020-01-05,29861,6+,0.0,2,23.7341772151898
260,2027227,2020-01-10,2020-01-11,32600,18+,0.0,2,45.886075949367
261,2041491,2020-01-12,2020-01-12,32600,18+,0.0,2,68.0379746835443
262,2079186,2020-01-19,2020-01-19,32600,18+,0.0,2,39.5569620253164
263,2042275,2020-01-12,2020-01-12,32600,18+,0.0,2,55.379746835443
264,1958580,2020-01-02,2020-01-02,29861,6+,0.0,3,45.886075949367
265,1954235,2020-01-02,2020-01-02,29861,6+,0.0,2,33.2278481012658
266,2056697,2020-01-15,2020-01-16,32600,18+,0.0,1,44.3037974683544
267,2504529,2020-03-19,2020-03-19,41254,12+,0.0,2,45.886075949367
268,2050585,2020-01-14,2020-01-14,32600,18+,0.0,2,23.7341772151898
269,2028206,2020-01-10,2020-01-12,29861,6+,0.0,3,28.4810126582278
270,2049106,2020-01-14,2020-01-14,32600,18+,0.0,2,31.6455696202531
271,2037307,2020-01-11,2020-01-11,32600,18+,0.0,2,39.5569620253164
272,1941444,2020-01-01,2020-01-01,29861,6+,0.0,4,58.5443037974683
273,2023604,2020-01-10,2020-01-10,32600,18+,0.0,1,55.379746835443
274,2021234,2020-01-09,2020-01-14,32600,18+,0.0,2,23.7341772151898
275,2083917,2020-01-20,2020-01-20,32600,18+,0.0,3,71.2025316455696
276,2059594,2020-01-16,2020-01-16,32600,18+,0.0,2,71.2025316455696
277,2079233,2020-01-19,2020-01-19,32600,18+,0.0,4,71.2025316455696
278,2147911,2020-01-31,2020-01-31,32600,18+,0.0,2,50.632911392405
279,1938026,2020-01-01,2020-01-01,29861,6+,0.0,4,28.4810126582278
280,2047969,2020-01-14,2020-01-14,32600,18+,0.0,2,31.6455696202531
281,2107769,2020-01-25,2020-01-25,32600,18+,0.0,2,60.126582278481
282,2037008,2020-01-11,2020-01-11,32600,18+,0.0,3,42.7215189873417
283,2029959,2020-01-11,2020-01-11,29861,6+,0.0,5,45.886075949367
284,2178720,2020-02-04,2020-02-04,32600,18+,0.0,2,55.379746835443
285,2020577,2020-01-09,2020-01-09,32600,18+,0.0,2,55.379746835443
286,2035340,2020-01-11,2020-01-12,32600,18+,0.0,2,61.7088607594936
287,2039388,2020-01-12,2020-01-12,32600,18+,0.0,2,56.9620253164556
288,2065118,2020-01-17,2020-01-17,32600,18+,0.0,2,45.886075949367
289,1964586,2020-01-03,2020-01-03,29861,6+,0.0,2,39.5569620253164
290,2066775,2020-01-17,2020-01-17,32837,18+,7.6,1,42.7215189873417
291,2073889,2020-01-18,2020-01-18,32837,18+,7.6,1,61.7088607594936
292,2054318,2020-01-15,2020-01-15,32837,18+,7.6,2,55.379746835443
293,2073238,2020-01-18,2020-01-18,32837,18+,7.6,1,49.0506329113924
294,1947853,2020-01-01,2020-01-02,30231,6+,8.2,2,75.9493670886076
295,2098264,2020-01-23,2020-01-23,32837,18+,7.6,4,31.6455696202531
296,2058568,2020-01-16,2020-01-16,32837,18+,7.6,2,189.873417721519
297,2037859,2020-01-12,2020-01-12,32837,18+,7.6,2,55.379746835443
298,2079843,2020-01-19,2020-01-19,32837,18+,7.6,2,39.5569620253164
299,2050878,2020-01-14,2020-01-15,32837,18+,7.6,2,30.0632911392405
300,2087725,2020-01-21,2020-01-21,32837,18+,7.6,2,39.5569620253164
301,2026729,2020-01-10,2020-01-10,32837,18+,7.6,1,71.2025316455696
302,2080309,2020-01-19,2020-01-19,32837,18+,7.6,1,74.3670886075949
303,2157638,2020-02-01,2020-02-01,32837,18+,7.6,2,34.8101265822784
304,2059074,2020-01-16,2020-01-16,32837,18+,7.6,2,36.3924050632911
305,2101474,2020-01-24,2020-01-24,32837,18+,7.6,2,69.6202531645569
306,2050427,2020-01-14,2020-01-14,32837,18+,7.6,2,28.4810126582278
307,2039274,2020-01-12,2020-01-12,32837,18+,7.6,2,36.3924050632911
308,2056157,2020-01-15,2020-01-15,32837,18+,7.6,2,26.8987341772151
309,1952788,2020-01-02,2020-01-02,30231,6+,8.2,3,39.5569620253164
310,2156110,2020-02-01,2020-02-01,30231,6+,8.2,2,39.5569620253164
311,2021382,2020-01-09,2020-01-11,32837,18+,7.6,1,63.2911392405063
312,2070409,2020-01-18,2020-01-18,32600,18+,0.0,4,55.379746835443
313,1939301,2020-01-01,2020-01-01,29861,6+,0.0,4,34.8101265822784
314,2024831,2020-01-10,2020-01-10,32600,18+,0.0,2,39.5569620253164
315,2080725,2020-01-19,2020-01-19,32600,18+,0.0,2,55.379746835443
316,2077091,2020-01-19,2020-01-19,32600,18+,0.0,2,55.379746835443
317,2015628,2020-01-08,2020-01-09,32600,18+,0.0,2,50.632911392405
318,2063124,2020-01-17,2020-01-17,32600,18+,0.0,2,71.2025316455696
319,1976357,2020-01-04,2020-01-04,29861,6+,0.0,4,58.5443037974683
320,2089979,2020-01-21,2020-01-22,32600,18+,0.0,2,18.9873417721519
321,2082920,2020-01-20,2020-01-20,32600,18+,0.0,1,22.1518987341772
322,2086530,2020-01-21,2020-01-21,32600,18+,0.0,2,31.6455696202531
323,1978526,2020-01-04,2020-01-04,29861,6+,0.0,4,47.4683544303797
324,2087013,2020-01-21,2020-01-21,32600,18+,0.0,2,26.8987341772151
325,2008588,2020-01-07,2020-01-08,29861,6+,0.0,2,50.632911392405
326,2062951,2020-01-17,2020-01-17,32600,18+,0.0,2,47.4683544303797
327,2049090,2020-01-14,2020-01-14,32600,18+,0.0,2,39.5569620253164
328,2075594,2020-01-18,2020-01-19,29861,6+,0.0,3,34.8101265822784
329,2037563,2020-01-11,2020-01-11,32600,18+,0.0,5,71.2025316455696
330,1977492,2020-01-04,2020-01-04,29861,6+,0.0,2,47.4683544303797
331,1945419,2020-01-01,2020-01-01,29861,6+,0.0,3,44.3037974683544
332,2650540,2020-09-28,2020-09-28,42471,16+,7.5,2,126.582278481012
333,2621849,2020-09-19,2020-09-19,42471,16+,7.5,2,50.632911392405
334,2586408,2020-09-11,2020-09-12,42471,16+,7.5,2,55.379746835443
335,2560726,2020-09-04,2020-09-04,42471,16+,7.5,2,45.886075949367
336,2008815,2020-01-07,2020-01-07,28987,16+,7.9,2,56.9620253164556
337,2561794,2020-09-04,2020-09-05,42471,16+,7.5,2,50.632911392405
338,2613002,2020-09-17,2020-09-17,42471,16+,7.5,2,37.9746835443038
339,2143160,2020-01-31,2020-01-31,28987,16+,7.9,2,60.126582278481
340,2604118,2020-09-14,2020-09-14,42471,16+,7.5,2,31.4873417721519
341,2673686,2020-10-08,2020-10-09,42471,16+,7.5,1,55.379746835443
342,2564976,2020-09-05,2020-09-05,42471,16+,7.5,2,50.632911392405
343,2015061,2020-01-08,2020-01-08,28987,16+,7.9,3,34.8101265822784
344,2688704,2020-10-14,2020-10-14,42471,16+,7.5,1,28.4810126582278
345,2589413,2020-09-11,2020-09-11,42471,16+,7.5,2,55.379746835443
346,2607476,2020-09-15,2020-09-15,42471,16+,7.5,3,42.7215189873417
347,2042099,2020-01-12,2020-01-12,28987,16+,7.9,2,60.126582278481
348,2549079,2020-09-01,2020-09-03,42471,16+,7.5,2,64.8734177215189
